future_id,primary_id,group_1_ef_agrc_anaerobicdom_rice_kg_ch4_ha,group_2_frac_agrc_agriculture_production_lost,group_3_frac_agrc,group_4_qty_ccsq_mt_co2_captured_sequestered_by_direct_air_capture,group_5_frac_enfu_transmission_loss_fuel_electricity,group_6_nemomod_entc_frac_min_share_production_fp_hydrogen_electrolysis,group_7_nemomod_en,group_8_frac_fgtv_reduction_in_fugitive_leaks,group_9_frac_fgtv_drained_and_waste_ch4_flared_fuel,group_10_efficfactor_enfu_industrial_energy_fuel,group_11_scalar_inen_energy_demand,group_12_frac_inen_energy,group_13_frac_ippu_cement_clinker,group_14_ef_ippu_tonne_c,group_15_ef_ippu_tonne_n2o_per,group_16_ef_ippu_tonne_c,group_17_pij_lndu,group_18_frac_lndu_improved_pastures,group_19_lndu_reallocation_factor,group_20_gasrf_lsmm_biogas_anaerobic,group_21_frac_lvst_mm,group_22_frac_lvst_mm,group_23_frac_lvst_mm_chickens,group_24_ef_lvst_entferm,group_25_frac_gnrl_eating_red_meat,group_26_frac_ippu_production_with_co2_capture,group_27_scalar_scoe_heat_energy_demand,group_28_scalar_scoe_appliance_energy_demand,group_29_frac_scoe_heat_energy,group_30_demscalar_soil_liming_per_area,group_31_demscalar_soil_fertilizer_n_per_area,group_32_demscalar_trde,group_33_elecfuelefficiency_trns,group_34_fuelefficiency_trns,group_35_occrate_trns_passenger_per_vehicle_road_light,group_36_frac_trns_fuelmix_road_light,group_37_frac_trns_fuelmix_water_borne,group_38_frac_trns_fuelmix,group_39_frac_trns_fuelmix_rail,group_40_frac_trns_mtkm_dem_freight,group_41_frac_trns_pkm_dem_private_and_public,group_42_frac_trns_pkm_dem_regional,group_43_gasrf_trww_biogas_treated,group_44_frac_waso,group_45_frac_waso_lgc_recovered_for_energy,group_46_frac_waso_recycled,group_47_cost_enfu_fuel,group_48_nemomod_entc,group_49_nemomod_entc,group_50_nemomod_enst_capital_cost_st,group_51_exports_enfu_pj_fuel,group_52_gdp_mmm_usd,group_53_population_gnrl,group_54_elasticity_scoe_enerdem_per,group_55_elasticity_trde_mtkm_to_gdp_freight,group_56_elasticity_trde_pkm_to_gdppc,group_57_elasticity_ippu,group_58_elasticity_ippu_product_use,emission_avg_last_five_years,emission_total,technical_cost
11,402413,0.2598355975356732,0.7310988648890038,0.0385074292135553,0.5653196510985393,0.6525547028988101,0.5793611312590108,0.4419568784370526,0.2751948248851283,0.9753156300598204,0.3995582749203132,0.8656736955870973,0.7658125521360005,0.4926439990369451,0.6411431887363898,0.6408967128720092,0.375693746940033,0.6442969133873094,0.462175733872112,0.8820267935618645,0.3411383077470565,0.9796101623025812,0.2573039611500963,0.696667253967582,0.7881348148586609,0.750854878058967,0.9057997746147222,0.5273382189790016,0.2445442818363956,0.2759924433973532,0.0320217228481316,0.0982041460004858,0.8810148406034457,0.5110818545392489,0.0259492184947941,0.7533885066019232,0.65146735680382,0.0356977461067892,0.2957682347931453,0.2073487231357049,0.3732391455891743,0.0286862814070129,0.5181753230071265,0.554109523350057,0.5452069828639305,0.0014959371849237,0.5187880106113845,0.4599438148012477,0.7469604733128979,0.7603593138337754,0.071804908528948,0.75501875265706,0.9765666239863456,0.6494636069984066,0.4181264352779894,0.7957467571754868,0.3356696183707648,0.825064860797875,0.903298949226816,209.820208840727,6997.6457680184485,-92.5523310296553
12,402414,0.5449057985078822,0.4231164934551612,0.0639296306366264,0.1876056511349963,0.952473268036382,0.9859644743653896,0.5609138150175146,0.6725356164411584,0.1349619803891432,0.981581978014308,0.8184678302602729,0.5818653420101145,0.9747357737680472,0.469326097584594,0.7158117343966698,0.9310499250370676,0.653695821390678,0.7410729520909757,0.5238564592673326,0.1133718750294381,0.4811525024773658,0.7187347373906307,0.7901541157890436,0.3708707274099291,0.093332696159216,0.1117051281526638,0.9439950992695648,0.5506623312346617,0.3821980267108112,0.9572497032315916,0.684102051862907,0.9959372083459562,0.6976978096183523,0.6091863827696357,0.4326319663400007,0.3231344670401054,0.3451428195887258,0.4574602615428009,0.0812392990057205,0.7398331393240024,0.5988402697848374,0.9316428910079998,0.0867655092416805,0.1066860689276428,0.8630855119265615,0.1695069287726075,0.9506930756617094,0.0660299945324676,0.0322174936307768,0.2897540007634927,0.0796652938654233,0.7872487802214954,0.0519251126402073,0.3873635792274052,0.705962174900679,0.1099794306622838,0.6712509131571726,0.7662955485513243,148.06473535786375,5913.088473448458,48.84442634663625
13,402415,0.3612686386775958,0.7684817244505111,0.4770346350489957,0.3864977758766585,0.0319259146796455,0.4513624806951044,0.6597416940816593,0.993713472733939,0.372296480535457,0.5471691393116163,0.4924558130038063,0.9497413090428856,0.8052729823648902,0.9274301161520968,0.7341676418823501,0.4049108246525156,0.0025341888710369,0.0199992940740103,0.9752957724646264,0.7125804787287009,0.0851438261630567,0.740406432748031,0.418000871424082,0.4923181044884656,0.0459436717814615,0.4672392445884812,0.0330931567060148,0.8417998701842231,0.6923524064835672,0.9715413406053568,0.771320607331997,0.7289678796999258,0.0958818807656106,0.2178179618208988,0.5557628300618008,0.7830730495035271,0.66386967589102,0.6120326173748574,0.7926643287800106,0.0579711548606964,0.2662739884672896,0.3049073471480047,0.2922077125849631,0.0383958368365423,0.9698152667431796,0.5046677333595522,0.774072214275134,0.9448393683372928,0.0008410978628079,0.1576042002458649,0.4722600122163337,0.9053679529914404,0.0538483228601228,0.6530660469980172,0.2114977431502085,0.0391085525172651,0.934056109524026,0.613293535271254,152.8014761590473,6175.538342280207,-110.67129319574943
14,402416,0.0517750359002051,0.020444590789622,0.7531786978721057,0.3165102383680935,0.5313691601093019,0.1811241218706402,0.9036728487675012,0.6295759664418603,0.5067739426935335,0.8464743857888489,0.2413648642080294,0.5884987713555491,0.9496505478940344,0.3999107638404424,0.8128218626088637,0.2573981452530235,0.3335011040595709,0.3502187735543205,0.4383931920587754,0.8492065439671214,0.9728971311039998,0.3489003812824133,0.6390798368320657,0.2944452988674233,0.6919016583894702,0.2722975570190349,0.5119218423551862,0.0313608120424729,0.9747207809867654,0.0531203782494437,0.871606224053567,0.5233524576391567,0.5962056282413238,0.3159746615275965,0.4406478275393202,0.4203289018439029,0.684239646607278,0.1765713572163169,0.3801422480232753,0.1176607135841104,0.3276119625885507,0.024583613362235,0.2731682674982889,0.1377608729325949,0.8180039938907047,0.2501291046106846,0.2135697821139242,0.1843255535144196,0.3301835217408106,0.3627290994352037,0.5028472683128827,0.0760130898118695,0.95772746928283,0.8198348159361626,0.9838713614125504,0.9770139567760776,0.0244245509813621,0.0840874116519457,166.68673268780523,6192.5342570851635,44.94124571099722
15,402417,0.9692490480068016,0.4493015100076329,0.1055401217786196,0.8683525974055506,0.9411760772763677,0.6375187924343846,0.9065804441694896,0.5871849191478853,0.2292214967343437,0.2376884746577785,0.017424564535583,0.4751735249121183,0.2971040057652048,0.9564006968292108,0.1792901856739293,0.6310009413458003,0.1342254435353788,0.7586899043276187,0.4071823758773037,0.4057573058091331,0.603469967073307,0.589192523808004,0.4770607930773295,0.669722339870962,0.0808269203664793,0.1407575259970045,0.3600303679162643,0.2250035294017661,0.7829544713071165,0.1144947520097299,0.4604137384151059,0.8536625689910327,0.1699576814427248,0.2927000268585095,0.5760175896988171,0.9136510652859586,0.4834825440019131,0.1700618324479046,0.7322936295223198,0.6492112665708092,0.1862064510239172,0.6563278954803436,0.2253098037556108,0.8400738604411694,0.0002218922981021,0.8505608212723337,0.6104701845893655,0.0256331190636656,0.5420290048202782,0.2416534898500512,0.407455441025513,0.4662069481760577,0.9132190476709332,0.4986494111639814,0.021606216637324,0.3670512913210955,0.0222103825051797,0.5113841926532625,140.08559318508844,5885.1543552738685,56.06258702674947
16,402418,0.3854036927774653,0.5487672910481685,0.2782540136133803,0.8743181800466351,0.0983391704562681,0.413127931954031,0.3214507462141548,0.7748415751344955,0.4843276311312387,0.0551196091398876,0.0694856318541015,0.3667142646499519,0.2916670807170118,0.9717259134371944,0.5091255925332786,0.6235468109295383,0.8238763528009952,0.1967132122430977,0.8895632378650455,0.1184678243171878,0.5407025421744793,0.2278495723312301,0.8875231644135619,0.956345964223264,0.9538196102306552,0.5882962873718389,0.5032825103363775,0.6660352865592244,0.6099275160472027,0.6826696036384469,0.1617243230754703,0.1493511077677869,0.0629148622398827,0.0870747979932608,0.1005741121054403,0.4430940352788036,0.3516808917417537,0.0630181140423216,0.4513342783142271,0.3198268987683927,0.7431660633734073,0.2126454952151489,0.2168641517133682,0.7072873307871965,0.2278768211708151,0.3777839056783069,0.8018598014654039,0.7374901098408289,0.3860500557890505,0.727491836974551,0.7930242984956896,0.2633794411506671,0.599447449681904,0.708138580369528,0.7948984212811422,0.8968106072505928,0.1382446026757916,0.9654481261162978,260.9253737233222,7659.072464305811,-133.4230115705553
17,402419,0.0998298263663264,0.2886329352527844,0.9499298766646658,0.663311716887541,0.133250013210178,0.8921698123368295,0.3862708884749796,0.6508528215421872,0.5057203777601881,0.8034519624531413,0.1220682582635264,0.8480478098224422,0.5572165757212479,0.2132047735655251,0.30718532254922,0.2354774496897919,0.0980259868120521,0.2600264166683705,0.8002433322949729,0.5480047482690302,0.881807106013954,0.6200604145469024,0.759672316779303,0.4011639899984238,0.9474463327306716,0.0245294302605776,0.0027883559588656,0.958646508256209,0.2319803672834424,0.9540890815577836,0.9174767084365748,0.1676156545984558,0.628578636450959,0.911292902198704,0.1360734520536881,0.1012654966769669,0.1041380587361381,0.3696625849606512,0.8525085400939892,0.1420220265959875,0.2690003137531371,0.4943394150466692,0.421369252294872,0.9718788131255812,0.4393675569201311,0.1794711245458775,0.697182522492947,0.0291536260117259,0.4492248421959966,0.5250215760726314,0.7098397509127866,0.7410436037445348,0.0581302530916423,0.2879896316150411,0.943390444108048,0.5847303109541682,0.2074230403881019,0.243770237584413,240.81174997298064,7309.070994024108,-117.0259936547298
18,402420,0.289964017766173,0.1496953035669944,0.2533477990393983,0.4510830305782768,0.6317892813365731,0.0700963195742132,0.7234791684635953,0.7358947302038986,0.1674683226712934,0.518337670666648,0.3379815010843778,0.7795208630094569,0.6722870709336052,0.2917537248760105,0.0467082285801842,0.1728815689379921,0.684987982017416,0.9927518667426926,0.1061585094085152,0.0098741468995179,0.6470421466827455,0.7367816524245135,0.1205303514329674,0.9076892984451058,0.3170238368975031,0.0592796279032756,0.6253349286472025,0.6908168346727428,0.2559593170364037,0.3719785803141148,0.3679815352190827,0.8554663020233566,0.978317167528213,0.0744326153321365,0.5026462819735704,0.4990167580132282,0.9106122758907648,0.8336883075225895,0.1096367133504601,0.548332696622929,0.8150103022556643,0.1627111230763074,0.8459009187806305,0.602208486531739,0.5511851662476404,0.4767991155843978,0.3224508031272483,0.9923701602642644,0.4337725552517013,0.7949590848031987,0.7481158647929531,0.0339430042700987,0.4447758891283573,0.7654670593742625,0.3707353988056348,0.3174391959667083,0.0944597282209257,0.5007775786731803,176.40093194567868,6419.3011102158825,15.335354042192714
19,402421,0.8171800420281528,0.0371190058155004,0.1875073344051531,0.6018360452679522,0.4694425299183003,0.3893446815421038,0.926266247114584,0.8725115970511118,0.6721283778485454,0.9281262219996528,0.0415594940161445,0.4342930899824793,0.8033862055807883,0.07655207415466,0.4746931912962296,0.8613275713349562,0.9383518175455372,0.4136649854149313,0.8904158278879998,0.2333743055716434,0.3509361399841302,0.4927185061017087,0.1011412790209533,0.6449737842597518,0.1966830535495764,0.5910044982345067,0.7005091766657395,0.5791396677690868,0.5381755328290139,0.1631648900396686,0.5040618582499659,0.4760194829908198,0.5227965517757067,0.7866260352481014,0.0941921511035932,0.2704464927788033,0.0468214253037665,0.5136648411475918,0.2813190775037907,0.1064799405899346,0.1565089549995858,0.7676960952808788,0.9360632963693708,0.096485781786963,0.1673272044244123,0.7974431189912471,0.3683783567534611,0.4324297758047299,0.5275483675235755,0.8161757290555922,0.9119874819854504,0.6640206711912785,0.0697688447880124,0.0838181759402805,0.3483015209284555,0.0181013511084525,0.8977510926703012,0.2059740216153123,164.45124059953383,6361.351363027709,-39.0140399641245
20,402422,0.2707540617488254,0.0874962045091475,0.1149518897373344,0.92330317142964,0.4488127793012959,0.3718774970955098,0.2960860697156551,0.4441643284278596,0.0854023191101359,0.7462332159909093,0.9383537405693828,0.774793453707225,0.1684646167080623,0.5373523634609098,0.3269011157961489,0.4825807877369433,0.4760868762304465,0.8492261702364762,0.3523255316118343,0.6068499635413628,0.6494328232584388,0.9794829183005502,0.1065448275528599,0.413790883543738,0.0916155406469352,0.9556684698650568,0.1511333917568143,0.4501501487937601,0.8742729691567473,0.4605856900921444,0.2649955641633396,0.0061468083119709,0.8615860042118494,0.2365248588840579,0.439930103148571,0.9365341174334816,0.1960612746172511,0.4993823596604009,0.7363512503264753,0.1587699446598628,0.3862669515955386,0.6815581602074099,0.509605285363199,0.1382945037144272,0.1868311094889941,0.7715732015450397,0.6171307418294778,0.3703089845285718,0.5471531363870702,0.8030533020289046,0.6620683157072988,0.6579691954507044,0.9827461711359416,0.5899980708541115,0.8983502373656105,0.159247574902144,0.4523172854444439,0.3301288006700799,213.73261662469545,6959.569493567626,-122.43868910878732
21,402423,0.0294284971267079,0.4463150559400438,0.3698104157528899,0.0121228248486391,0.5904045492837701,0.3669067312776364,0.6257445891756932,0.6232023479776361,0.4244180246301808,0.7606190271062252,0.2385280760008149,0.3863796824541702,0.7651343461609281,0.8583018238833877,0.7676583912302372,0.0810888656634234,0.2578113777212601,0.3954559547586225,0.4061244146883061,0.7440917329918287,0.9553334195602164,0.7051882639005095,0.3017354810510727,0.4198560087062553,0.232322856123933,0.8500720295571044,0.9392543984666366,0.5042196239224598,0.8797948642724057,0.2563933413025094,0.8045302285468516,0.3448974561882298,0.5847942625807719,0.0343550060271227,0.2080845354413436,0.536305935888824,0.0042625887399373,0.8647014793552994,0.8992581799166673,0.567026101697206,0.1404838268932152,0.555347743142745,0.6021611309946001,0.5895823843691024,0.1777704184117033,0.453429838533717,0.7899347615585869,0.5731697857163645,0.5230347853630889,0.5299844396446639,0.0410404913323823,0.6003056079745097,0.9873422775152372,0.0163463282623388,0.6295915268785581,0.172526586435227,0.3647646860058831,0.2462302291515561,163.97427767925882,6108.579647245001,59.67359183478398
